latitude,longitude,OBJECTID,Elemento,nu_processo_sei,Empreendedor,Empreendimento,Setor,Tipologia,Nº Processo SEI,Consultar Processo,sei_no_empreendimento,Licenças Emitidas (Tipo, Número, Emissão, Vencimento),
0,0,73617,Área de Estudo,02001019416202079,MINERAÇAO MELO LTDA,Mineração Melo LTDA,Mineração,Mineração,02001.019416/2020-79,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001019416202079) Mineração Melo LTDA,1-(Licença de Operação-017132025-27/02/2025-27/02/2035) 2-(Licença de Instalação-14012021-20/10/2021-20/10/2025),
0,0,73618,Área de Estudo,02001020006202071,SIDA - SOCIEDADE ITUMBIARENSE DE DRAGAGEM E AREIA LTDA,EXTRAÇÃO DE AREIA,Mineração,Mineração,02001.020006/2020-71,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001020006202071) EXTRAÇÃO DE AREIA,,
0,0,73619,Área de Estudo,02001020463202065,MMX CORUMBÁ MINERAÇÃO S/A,MMX Corumbá Mineração SA,Mineração,Mineração,02001.020463/2020-65,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001020463202065) MMX Corumbá Mineração SA,,
0,0,73620,Área de Estudo,02001022113202033,SUL AMERICANA DE METAIS S/A,Projeto Bloco 8,Mineração,Mineração,02001.022113/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001022113202033) Projeto Bloco 8,,
0,0,73621,Área de Estudo,02001021414202040,MINERAÇÃO COLÔMBIA LTDA. - ME,Mineração Colômbia Ltda.,Mineração,Mineração,02001.021414/2020-40,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001021414202040) Mineração Colômbia Ltda.,,
0,0,73622,Área de Estudo,02001022234202085,G.R.EXTRAÇÃO DE AREIA E TRANSP.RODOV.LTDA,EXTRAÇÃO DE AREIA 860.884-2005,Mineração,Mineração,02001.022234/2020-85,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001022234202085) EXTRAÇÃO DE AREIA 860.884-2005,,
0,0,73623,Área de Estudo,02001021916202071,G.R. MINERADORA DE AREIA LTDA,extração de areia em cava e em leito de rio - poço preto,Mineração,Mineração,02001.021916/2020-71,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001021916202071) extração de areia em cava e em leito de rio - poço preto,,
0,0,73624,Área de Estudo,02001011424202158,INB INDÚSTRIAS NUCLEARES DO BRASIL S.A.,Nova Pilha de Estéril da Mina do Engenho - Indústrias Nucleares do Brasil,Mineração,Mineração,02001.011424/2021-58,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001011424202158) Nova Pilha de Estéril da Mina do Engenho - Indústrias Nucleares do Brasil,,
0,0,73625,Área de Estudo,02001022187202070,PLANALTO EXTRAÇÃO DE AREIA LTDA,extração mineral de areia para construção civil,Mineração,Mineração,02001.022187/2020-70,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001022187202070) extração mineral de areia para construção civil,,
0,0,73626,Área de Estudo,02001022229202072,PLANALTO EXTRAÇÃO DE AREIA LTDA,extração mineral de areia para construção civil,Mineração,Mineração,02001.022229/2020-72,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001022229202072) extração mineral de areia para construção civil,,
0,0,73627,Área de Estudo,02001022241202087,PLANALTO EXTRAÇÃO DE AREIA LTDA,EXTRAÇÃO DE AREIA 860.454/2008,Mineração,Mineração,02001.022241/2020-87,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001022241202087) EXTRAÇÃO DE AREIA 860.454/2008,,
0,0,73628,Área de Estudo,02001023004202033,SUL AMERICANA DE METAIS S/A,Projeto Bloco 8,Mineração,Mineração,02001.023004/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001023004202033) Projeto Bloco 8,,
0,0,73629,Área de Estudo,02001026186202002,G.R.EXTRAÇÃO DE AREIA E TRANSP.RODOV.LTDA,EXTRAÇÃO DE AREIA EM RIO E CAVA,Mineração,Mineração,02001.026186/2020-02,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001026186202002) EXTRAÇÃO DE AREIA EM RIO E CAVA,,
0,0,73630,Área de Estudo,02001026191202015,G.R.EXTRAÇÃO DE AREIA E TRANSP.RODOV.LTDA,EXTRAÇÃO DE AREIA EM RIO ,Mineração,Mineração,02001.026191/2020-15,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001026191202015) EXTRAÇÃO DE AREIA EM RIO ,,
0,0,73631,Área de Estudo,02001026197202084,AREIAL DO VALE LTDA,extração de areia em leito de rio e cava,Mineração,Mineração,02001.026197/2020-84,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001026197202084) extração de areia em leito de rio e cava,,
0,0,73632,Área de Estudo,02001026251202091,G.R. MINERADORA DE AREIA LTDA,EXTRAÇÃO DE AREIA E ARGILA EM RIO E CAVA,Mineração,Mineração,02001.026251/2020-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001026251202091) EXTRAÇÃO DE AREIA E ARGILA EM RIO E CAVA,,
0,0,73633,Área de Estudo,02001026364202097,MINERAÇÃO IMPERIO STONE LTDA EPP,QUARTZITO MONTEZUMA,Mineração,Mineração,02001.026364/2020-97,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001026364202097) QUARTZITO MONTEZUMA,,
0,0,73634,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73635,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73636,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73637,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73638,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73639,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73640,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73641,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73642,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73643,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73644,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73645,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73646,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73647,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73648,Área de Estudo,02001027859202033,BRASIL MINERAÇÃO OCEÂNICA LTDA,BRASIL MINERAÇÃO OCEÂNICA,Mineração,Mineração,02001.027859/2020-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027859202033) BRASIL MINERAÇÃO OCEÂNICA,,
0,0,73649,Área de Estudo,02001001365202118,VETORIAL MINERACAO S.A,Indústria Extrativa - Extração Mineral -Extração de Minério de ferro (Mina Lais Mineração),Mineração,Mineração,02001.001365/2021-18,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001365202118) Indústria Extrativa - Extração Mineral -Extração de Minério de ferro (Mina Lais Mineração),,
0,0,73650,Área de Estudo,02001023998202179,21 COMPANHIA DE ENGENHARIA E CONSTRUÇÃO,Lavra a céu aberto sem beneficiamento de saibro/laterita, km 40 BR 307 - 21º Cia Cnst,Mineração,Mineração,02001.023998/2021-79,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001023998202179) Lavra a céu aberto sem beneficiamento de saibro/laterita, km 40 BR 307 - 21º Cia Cnst,,
0,0,73651,Área de Estudo,02001003595202111,PAULO MOISES DE SOUZA E CIA LTDA.,Paulo Moisés de Sousa e Cia Ltda,Mineração,Mineração,02001.003595/2021-11,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001003595202111) Paulo Moisés de Sousa e Cia Ltda,,
0,0,73652,Área de Estudo,02001004723202136,COMERCIO E MINERACAO VALE DO RIO GRANDE LTDA,extração de areia e cascalho,Mineração,Mineração,02001.004723/2021-36,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004723202136) extração de areia e cascalho,,
0,0,73653,Área de Estudo,02001004909202195,MINERADORA BARBOSA GRESPAN LTDA.  ME,Extração de areia em curso d'água,Mineração,Mineração,02001.004909/2021-95,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004909202195) Extração de areia em curso d'água,,
0,0,73654,Área de Estudo,02001005284202189,VALE S.A.,Descaracterização dos pondes na bacia de rejeito e construção de vertedouro na barragem d'água,Mineração,Mineração,02001.005284/2021-89,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001005284202189) Descaracterização dos pondes na bacia de rejeito e construção de vertedouro na barragem d'água,,
0,0,73655,Área de Estudo,02001005284202189,VALE S.A.,Descaracterização dos pondes na bacia de rejeito e construção de vertedouro na barragem d'água,Mineração,Mineração,02001.005284/2021-89,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001005284202189) Descaracterização dos pondes na bacia de rejeito e construção de vertedouro na barragem d'água,,
0,0,73656,Área de Estudo,02001009350202190,COPLAN CONSTRUTORA PLANALTO LTDA,COPLAN CONSTRUTORA PLANALTO LTDA,Mineração,Mineração,02001.009350/2021-90,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001009350202190) COPLAN CONSTRUTORA PLANALTO LTDA,,
0,0,73657,Área de Estudo,02001007971202139,BRANCOMINAS GRANITOS LTDA,Brancominas Lavra Corrego da Alegria,Mineração,Mineração,02001.007971/2021-39,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001007971202139) Brancominas Lavra Corrego da Alegria,,
0,0,73658,Área de Estudo,02001021734202181,CONCRETO MOLDADO P/ CONST. RURAL MIN IND E COM LT.,CONCRETO MOLDADO P/ CONST. RURAL MIN IND E COM LT.,Mineração,Mineração,02001.021734/2021-81,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001021734202181) CONCRETO MOLDADO P/ CONST. RURAL MIN IND E COM LT.,,
0,0,73659,Área de Estudo,02001013125202158,ELENITA SILVA BERGAMO - ME,ELENITA SILVA BERGAMO ME,Mineração,Mineração,02001.013125/2021-58,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001013125202158) ELENITA SILVA BERGAMO ME,,
0,0,73660,Área de Estudo,02001008586202117,LIGA FORTE INDUSTRIA E COMERCIO DE ARTEFATOS DE CIMENTO LTDA.-ME,Liga Forte Industria e Comércio de Artefatos de Cimento Ltda-ME,Mineração,Mineração,02001.008586/2021-17,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001008586202117) Liga Forte Industria e Comércio de Artefatos de Cimento Ltda-ME,,
0,0,73661,Área de Estudo,02001010061202133,AREAL RIO PRETO DE VALENÇA - EIRELI - EPP,Areal Rio Preto de Valença ¿ EIRELI - EPP,Mineração,Mineração,02001.010061/2021-33,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001010061202133) Areal Rio Preto de Valença ¿ EIRELI - EPP,,
0,0,73662,Área de Estudo,02001013675202177,AREIAL EXTRAÇÃO E COMÉRCIO DE AREIA LTDA.,Areial Extração e Comércio de Areia Ltda.,Mineração,Mineração,02001.013675/2021-77,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001013675202177) Areial Extração e Comércio de Areia Ltda.,,
0,0,73663,Área de Estudo,02001013675202177,AREIAL EXTRAÇÃO E COMÉRCIO DE AREIA LTDA.,Areial Extração e Comércio de Areia Ltda.,Mineração,Mineração,02001.013675/2021-77,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001013675202177) Areial Extração e Comércio de Areia Ltda.,,
0,0,73664,Área de Estudo,02001013675202177,AREIAL EXTRAÇÃO E COMÉRCIO DE AREIA LTDA.,Areial Extração e Comércio de Areia Ltda.,Mineração,Mineração,02001.013675/2021-77,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001013675202177) Areial Extração e Comércio de Areia Ltda.,,
0,0,73665,Área de Estudo,02001013675202177,AREIAL EXTRAÇÃO E COMÉRCIO DE AREIA LTDA.,Areial Extração e Comércio de Areia Ltda.,Mineração,Mineração,02001.013675/2021-77,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001013675202177) Areial Extração e Comércio de Areia Ltda.,,
0,0,73666,Área de Estudo,02001013675202177,AREIAL EXTRAÇÃO E COMÉRCIO DE AREIA LTDA.,Areial Extração e Comércio de Areia Ltda.,Mineração,Mineração,02001.013675/2021-77,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001013675202177) Areial Extração e Comércio de Areia Ltda.,,
0,0,73667,Área de Estudo,02001013675202177,AREIAL EXTRAÇÃO E COMÉRCIO DE AREIA LTDA.,Areial Extração e Comércio de Areia Ltda.,Mineração,Mineração,02001.013675/2021-77,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001013675202177) Areial Extração e Comércio de Areia Ltda.,,
0,0,73668,Área de Estudo,02001013675202177,AREIAL EXTRAÇÃO E COMÉRCIO DE AREIA LTDA.,Areial Extração e Comércio de Areia Ltda.,Mineração,Mineração,02001.013675/2021-77,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001013675202177) Areial Extração e Comércio de Areia Ltda.,,
0,0,73669,Área de Estudo,02001013675202177,AREIAL EXTRAÇÃO E COMÉRCIO DE AREIA LTDA.,Areial Extração e Comércio de Areia Ltda.,Mineração,Mineração,02001.013675/2021-77,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001013675202177) Areial Extração e Comércio de Areia Ltda.,,
0,0,73670,Área de Estudo,02001010255202139,SALOBO METAIS S.A,Ampliação do Paiol de Explosivos do Complexo Minerador Salobo,Mineração,Mineração,02001.010255/2021-39,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001010255202139) Ampliação do Paiol de Explosivos do Complexo Minerador Salobo,,
0,0,73671,Área de Estudo,02001010255202139,SALOBO METAIS S.A,Ampliação do Paiol de Explosivos do Complexo Minerador Salobo,Mineração,Mineração,02001.010255/2021-39,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001010255202139) Ampliação do Paiol de Explosivos do Complexo Minerador Salobo,,
0,0,73672,Área de Estudo,02001010318202157,SALOBO METAIS S.A,Estação de Tratamento de Efluentes para o Complexo Minerador Salobo,Mineração,Mineração,02001.010318/2021-57,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001010318202157) Estação de Tratamento de Efluentes para o Complexo Minerador Salobo,,
0,0,73673,Área de Estudo,02001014475202131,SALOBO METAIS S.A,Pátio Avançado de Manutenções no Complexo Minerador Salobo,Mineração,Mineração,02001.014475/2021-31,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001014475202131) Pátio Avançado de Manutenções no Complexo Minerador Salobo,,
0,0,73674,Área de Estudo,02001015111202179,GOLDMEN PARTICIPAÇÕES E HOLDING LTDA,CHICO TORRES 227/2019,Mineração,Mineração,02001.015111/2021-79,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001015111202179) CHICO TORRES 227/2019,,
0,0,73675,Área de Estudo,02001019653202382,INB INDÚSTRIAS NUCLEARES DO BRASIL S.A.,Ampliação do pátio de minério da URA,Mineração,Mineração,02001.019653/2023-82,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001019653202382) Ampliação do pátio de minério da URA,,
