latitude,longitude,OBJECTID,Elemento,nu_processo_sei,Empreendedor,Empreendimento,Setor,Tipologia,Nº Processo SEI,Consultar Processo,sei_no_empreendimento,Licenças Emitidas (Tipo, Número, Emissão, Vencimento),st_length(shape),
null,null,23940,Ponte Ferroviária,02001008944202183,VALE S/A,Duplicação Pedreira Rio das Velhas a Capitão Eduardo,Transporte,Estruturas Ferroviárias,02001.008944/2021-83,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001008944202183) Duplicação Pedreira Rio das Velhas a Capitão Eduardo,1-(Licença de Instalação-14352022-27/06/2022-27/06/2026),0.0007498457347505143,
null,null,23941,Ponte Ferroviária,02001016126202154,VALE S.A.,Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,Transporte,Estruturas Ferroviárias,02001.016126/2021-54,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001016126202154) Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,1-(Retificação de Licença de Instalação-013642020-30/12/2024-29/12/2026) 2-(Licença de Instalação-13642020-24/08/2021-24/09/2026) 3-(Retificação de Licença de Instalação-13642020-14/10/2022-14/05/2026),0.001465942943972845,
null,null,23942,Ponte Ferroviária,02001016126202154,VALE S.A.,Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,Transporte,Estruturas Ferroviárias,02001.016126/2021-54,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001016126202154) Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,1-(Retificação de Licença de Instalação-013642020-30/12/2024-29/12/2026) 2-(Licença de Instalação-13642020-24/08/2021-24/09/2026) 3-(Retificação de Licença de Instalação-13642020-14/10/2022-14/05/2026),0.0010973819409488595,
null,null,23943,Ponte Ferroviária,02001016126202154,VALE S.A.,Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,Transporte,Estruturas Ferroviárias,02001.016126/2021-54,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001016126202154) Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,1-(Retificação de Licença de Instalação-013642020-30/12/2024-29/12/2026) 2-(Licença de Instalação-13642020-24/08/2021-24/09/2026) 3-(Retificação de Licença de Instalação-13642020-14/10/2022-14/05/2026),0.000883470282887891,
null,null,23944,Ponte Ferroviária,02001016126202154,VALE S.A.,Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,Transporte,Estruturas Ferroviárias,02001.016126/2021-54,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001016126202154) Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,1-(Retificação de Licença de Instalação-013642020-30/12/2024-29/12/2026) 2-(Licença de Instalação-13642020-24/08/2021-24/09/2026) 3-(Retificação de Licença de Instalação-13642020-14/10/2022-14/05/2026),0.0017049250851618482,
null,null,23945,Ponte Ferroviária,02001016126202154,VALE S.A.,Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,Transporte,Estruturas Ferroviárias,02001.016126/2021-54,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001016126202154) Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,1-(Retificação de Licença de Instalação-013642020-30/12/2024-29/12/2026) 2-(Licença de Instalação-13642020-24/08/2021-24/09/2026) 3-(Retificação de Licença de Instalação-13642020-14/10/2022-14/05/2026),0.001006781674939455,
null,null,23946,Ponte Ferroviária,02001016126202154,VALE S.A.,Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,Transporte,Estruturas Ferroviárias,02001.016126/2021-54,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001016126202154) Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,1-(Retificação de Licença de Instalação-013642020-30/12/2024-29/12/2026) 2-(Licença de Instalação-13642020-24/08/2021-24/09/2026) 3-(Retificação de Licença de Instalação-13642020-14/10/2022-14/05/2026),0.0009915813322999491,
null,null,23947,Ponte Ferroviária,02001016126202154,VALE S.A.,Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,Transporte,Estruturas Ferroviárias,02001.016126/2021-54,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001016126202154) Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,1-(Retificação de Licença de Instalação-013642020-30/12/2024-29/12/2026) 2-(Licença de Instalação-13642020-24/08/2021-24/09/2026) 3-(Retificação de Licença de Instalação-13642020-14/10/2022-14/05/2026),0.0010665007427866095,
null,null,23948,Ponte Ferroviária,02001016126202154,VALE S.A.,Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,Transporte,Estruturas Ferroviárias,02001.016126/2021-54,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001016126202154) Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,1-(Retificação de Licença de Instalação-013642020-30/12/2024-29/12/2026) 2-(Licença de Instalação-13642020-24/08/2021-24/09/2026) 3-(Retificação de Licença de Instalação-13642020-14/10/2022-14/05/2026),0.0012003412144013428,
null,null,23949,Ponte Ferroviária,02001016126202154,VALE S.A.,Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,Transporte,Estruturas Ferroviárias,02001.016126/2021-54,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001016126202154) Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,1-(Retificação de Licença de Instalação-013642020-30/12/2024-29/12/2026) 2-(Licença de Instalação-13642020-24/08/2021-24/09/2026) 3-(Retificação de Licença de Instalação-13642020-14/10/2022-14/05/2026),0.0020739270020728607,
null,null,23950,Ponte Ferroviária,02001016126202154,VALE S.A.,Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,Transporte,Estruturas Ferroviárias,02001.016126/2021-54,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001016126202154) Ferrovia de Integração Centro-Oeste, trecho Mara Rosa-Água Boa,1-(Retificação de Licença de Instalação-013642020-30/12/2024-29/12/2026) 2-(Licença de Instalação-13642020-24/08/2021-24/09/2026) 3-(Retificação de Licença de Instalação-13642020-14/10/2022-14/05/2026),0.0009062008873818038,
